id,clothing_label,confidence,timestamp,tanggal
31323,hijab,0.77,2025-12-08T06:25:00,2025-12-08
31324,rambut,0.56,2025-12-08T08:56:00,2025-12-08
31325,rambut,0.76,2025-12-08T11:03:00,2025-12-08
31326,rambut,0.61,2025-12-08T07:24:00,2025-12-08
31327,rambut,0.94,2025-12-08T18:20:00,2025-12-08
31328,rambut,0.68,2025-12-08T13:39:00,2025-12-08
31329,rambut,0.75,2025-12-08T11:50:00,2025-12-08
31330,rambut,0.77,2025-12-08T18:53:00,2025-12-08
31331,rambut,0.54,2025-12-08T19:14:00,2025-12-08
31332,hijab,0.78,2025-12-08T11:11:00,2025-12-08
31333,rambut,0.69,2025-12-08T14:38:00,2025-12-08
31334,rambut,0.91,2025-12-08T08:22:00,2025-12-08
31335,topi,0.65,2025-12-08T12:59:00,2025-12-08
31336,rambut,0.54,2025-12-08T20:43:00,2025-12-08
31337,topi,0.67,2025-12-08T11:40:00,2025-12-08
31338,topi,0.68,2025-12-08T11:06:00,2025-12-08
31339,hijab,0.91,2025-12-08T10:43:00,2025-12-08
31340,topi,0.51,2025-12-08T21:40:00,2025-12-08
31341,hijab,0.99,2025-12-08T19:32:00,2025-12-08
31342,hijab,0.63,2025-12-08T08:49:00,2025-12-08
31343,topi,0.56,2025-12-08T11:32:00,2025-12-08
31344,rambut,0.63,2025-12-08T11:04:00,2025-12-08
31345,rambut,0.54,2025-12-08T14:31:00,2025-12-08
31346,hijab,0.69,2025-12-08T20:46:00,2025-12-08
31347,rambut,0.85,2025-12-08T18:27:00,2025-12-08
31348,hijab,0.88,2025-12-08T12:23:00,2025-12-08
31349,hijab,0.96,2025-12-08T15:54:00,2025-12-08
31350,rambut,0.61,2025-12-08T06:27:00,2025-12-08
31351,hijab,0.59,2025-12-08T11:32:00,2025-12-08
31352,topi,0.65,2025-12-08T11:48:00,2025-12-08
31353,topi,0.65,2025-12-08T13:06:00,2025-12-08
31354,topi,0.56,2025-12-08T21:35:00,2025-12-08
31355,rambut,0.98,2025-12-08T18:49:00,2025-12-08
31356,topi,0.56,2025-12-08T10:29:00,2025-12-08
31357,rambut,0.68,2025-12-08T20:40:00,2025-12-08
31358,rambut,0.99,2025-12-08T16:16:00,2025-12-08
31359,hijab,0.9,2025-12-08T14:26:00,2025-12-08
31360,rambut,0.64,2025-12-08T10:35:00,2025-12-08
31361,topi,0.8,2025-12-08T11:01:00,2025-12-08
31362,topi,0.98,2025-12-08T14:45:00,2025-12-08
31363,rambut,0.53,2025-12-08T18:46:00,2025-12-08
31364,rambut,0.52,2025-12-08T20:45:00,2025-12-08
31365,rambut,0.85,2025-12-08T19:47:00,2025-12-08
31366,rambut,0.99,2025-12-08T11:53:00,2025-12-08
31367,rambut,0.66,2025-12-08T06:16:00,2025-12-08
31368,hijab,0.85,2025-12-08T13:42:00,2025-12-08
31369,hijab,0.62,2025-12-08T11:31:00,2025-12-08
31370,topi,0.59,2025-12-08T10:20:00,2025-12-08
31371,topi,0.6,2025-12-08T14:10:00,2025-12-08
31372,topi,0.63,2025-12-08T20:21:00,2025-12-08
31373,hijab,0.74,2025-12-08T11:28:00,2025-12-08
31374,rambut,0.87,2025-12-08T21:30:00,2025-12-08
31375,topi,0.57,2025-12-08T13:55:00,2025-12-08
31376,rambut,0.61,2025-12-08T09:19:00,2025-12-08
31377,rambut,0.73,2025-12-08T08:22:00,2025-12-08
31378,hijab,0.73,2025-12-08T14:18:00,2025-12-08
31379,rambut,0.77,2025-12-08T10:59:00,2025-12-08
31380,rambut,0.52,2025-12-08T16:08:00,2025-12-08
31381,rambut,0.89,2025-12-08T18:57:00,2025-12-08
31382,rambut,0.54,2025-12-08T09:19:00,2025-12-08
31383,topi,0.54,2025-12-08T09:37:00,2025-12-08
31384,hijab,0.52,2025-12-08T21:05:00,2025-12-08
31385,hijab,0.8,2025-12-08T17:06:00,2025-12-08
31386,topi,0.51,2025-12-08T11:29:00,2025-12-08
31387,rambut,0.86,2025-12-08T17:16:00,2025-12-08
31388,topi,0.58,2025-12-08T16:04:00,2025-12-08
31389,topi,0.74,2025-12-08T12:21:00,2025-12-08
31390,rambut,1.0,2025-12-08T14:21:00,2025-12-08
31391,topi,0.59,2025-12-08T14:40:00,2025-12-08
31392,hijab,0.8,2025-12-08T19:54:00,2025-12-08
31393,rambut,0.54,2025-12-08T15:24:00,2025-12-08
31394,hijab,0.58,2025-12-08T14:05:00,2025-12-08
31395,topi,0.71,2025-12-08T19:21:00,2025-12-08
31396,topi,0.78,2025-12-08T12:08:00,2025-12-08
31397,rambut,0.64,2025-12-08T15:55:00,2025-12-08
31398,topi,0.98,2025-12-08T18:13:00,2025-12-08
31399,rambut,0.97,2025-12-08T17:52:00,2025-12-08
31400,topi,0.65,2025-12-08T11:15:00,2025-12-08
31401,rambut,0.73,2025-12-08T19:17:00,2025-12-08
31402,rambut,0.98,2025-12-08T18:19:00,2025-12-08
31403,hijab,0.99,2025-12-08T19:59:00,2025-12-08
31404,rambut,0.86,2025-12-08T07:24:00,2025-12-08
31405,hijab,0.92,2025-12-08T21:52:00,2025-12-08
31406,rambut,0.93,2025-12-08T16:05:00,2025-12-08
31407,topi,0.85,2025-12-08T08:30:00,2025-12-08
31408,hijab,0.93,2025-12-08T19:57:00,2025-12-08
31409,hijab,0.56,2025-12-08T13:19:00,2025-12-08
31410,hijab,0.89,2025-12-08T14:07:00,2025-12-08
31411,rambut,0.66,2025-12-08T16:52:00,2025-12-08
31412,hijab,0.58,2025-12-08T07:42:00,2025-12-08
31413,rambut,0.94,2025-12-08T21:13:00,2025-12-08
31414,rambut,0.67,2025-12-08T19:48:00,2025-12-08
31415,rambut,0.67,2025-12-08T15:11:00,2025-12-08
31416,rambut,0.92,2025-12-08T20:20:00,2025-12-08
31417,rambut,0.66,2025-12-08T07:43:00,2025-12-08
31418,rambut,0.91,2025-12-08T18:51:00,2025-12-08
31419,topi,0.52,2025-12-08T17:34:00,2025-12-08
31420,hijab,0.93,2025-12-08T15:02:00,2025-12-08
31421,topi,0.88,2025-12-08T15:42:00,2025-12-08
31422,topi,0.79,2025-12-08T10:06:00,2025-12-08
31423,hijab,0.79,2025-12-08T19:45:00,2025-12-08
31424,topi,0.59,2025-12-08T14:20:00,2025-12-08
31425,rambut,0.68,2025-12-08T20:05:00,2025-12-08
31426,topi,0.72,2025-12-08T17:24:00,2025-12-08
31427,hijab,0.66,2025-12-08T13:32:00,2025-12-08
31428,rambut,0.72,2025-12-08T15:23:00,2025-12-08
31429,topi,0.77,2025-12-08T12:24:00,2025-12-08
31430,rambut,0.86,2025-12-08T09:12:00,2025-12-08
31431,topi,0.88,2025-12-08T10:22:00,2025-12-08
31432,topi,0.55,2025-12-08T10:52:00,2025-12-08
31433,rambut,0.61,2025-12-08T16:11:00,2025-12-08
31434,rambut,0.98,2025-12-08T07:19:00,2025-12-08
31435,rambut,0.71,2025-12-08T12:49:00,2025-12-08
31436,rambut,0.92,2025-12-08T20:18:00,2025-12-08
31437,topi,0.75,2025-12-08T07:36:00,2025-12-08
31438,hijab,0.74,2025-12-08T16:35:00,2025-12-08
31439,rambut,0.56,2025-12-08T08:30:00,2025-12-08
31440,rambut,0.61,2025-12-08T11:01:00,2025-12-08
31441,topi,0.97,2025-12-08T12:48:00,2025-12-08
31442,hijab,0.86,2025-12-08T07:01:00,2025-12-08
31443,hijab,0.74,2025-12-08T11:41:00,2025-12-08
31444,rambut,0.82,2025-12-08T18:14:00,2025-12-08
31445,hijab,0.94,2025-12-08T21:39:00,2025-12-08
31446,hijab,0.94,2025-12-08T16:11:00,2025-12-08
31447,rambut,0.97,2025-12-08T16:31:00,2025-12-08
31448,rambut,0.97,2025-12-08T10:49:00,2025-12-08
31449,hijab,0.6,2025-12-08T18:10:00,2025-12-08
31450,rambut,0.91,2025-12-08T10:45:00,2025-12-08
31451,topi,0.58,2025-12-08T07:49:00,2025-12-08
31452,rambut,0.81,2025-12-08T17:37:00,2025-12-08
31453,rambut,0.79,2025-12-08T18:22:00,2025-12-08
31454,rambut,0.56,2025-12-08T06:59:00,2025-12-08
31455,rambut,0.97,2025-12-08T11:33:00,2025-12-08
31456,rambut,0.98,2025-12-08T21:44:00,2025-12-08
31457,rambut,0.73,2025-12-08T19:13:00,2025-12-08
31458,rambut,0.67,2025-12-08T06:03:00,2025-12-08
31459,rambut,0.83,2025-12-08T10:03:00,2025-12-08
31460,topi,0.55,2025-12-08T06:22:00,2025-12-08
31461,rambut,0.62,2025-12-08T19:43:00,2025-12-08
31462,topi,0.82,2025-12-08T06:08:00,2025-12-08
31463,hijab,0.56,2025-12-08T10:21:00,2025-12-08
31464,rambut,0.96,2025-12-08T13:43:00,2025-12-08
31465,topi,0.59,2025-12-08T18:52:00,2025-12-08
31466,topi,0.76,2025-12-08T09:35:00,2025-12-08
31467,rambut,0.99,2025-12-08T15:08:00,2025-12-08
31468,topi,0.87,2025-12-08T19:46:00,2025-12-08
31469,topi,0.77,2025-12-08T20:19:00,2025-12-08
31470,topi,0.57,2025-12-08T10:09:00,2025-12-08
31471,hijab,0.81,2025-12-08T16:42:00,2025-12-08
31472,topi,0.98,2025-12-08T16:38:00,2025-12-08
31473,rambut,0.54,2025-12-08T18:06:00,2025-12-08
31474,rambut,0.99,2025-12-08T10:44:00,2025-12-08
31475,topi,0.69,2025-12-08T12:17:00,2025-12-08
31476,hijab,1.0,2025-12-08T20:24:00,2025-12-08
31477,rambut,0.62,2025-12-08T18:45:00,2025-12-08
31478,rambut,0.71,2025-12-08T12:44:00,2025-12-08
31479,rambut,0.92,2025-12-08T17:57:00,2025-12-08
31480,rambut,0.9,2025-12-08T16:31:00,2025-12-08
31481,rambut,0.81,2025-12-08T08:19:00,2025-12-08
31482,rambut,0.94,2025-12-08T17:48:00,2025-12-08
31483,topi,0.77,2025-12-08T12:30:00,2025-12-08
31484,rambut,0.79,2025-12-08T09:53:00,2025-12-08
31485,rambut,0.88,2025-12-08T20:35:00,2025-12-08
31486,rambut,0.82,2025-12-08T09:40:00,2025-12-08
31487,rambut,0.54,2025-12-08T19:51:00,2025-12-08
31488,rambut,0.63,2025-12-08T13:19:00,2025-12-08
31489,rambut,0.87,2025-12-08T16:59:00,2025-12-08
31490,topi,0.71,2025-12-08T14:28:00,2025-12-08
31491,topi,0.95,2025-12-08T17:32:00,2025-12-08
31492,rambut,0.5,2025-12-08T19:50:00,2025-12-08
31493,topi,0.57,2025-12-08T09:42:00,2025-12-08
31494,rambut,0.61,2025-12-08T10:44:00,2025-12-08
31495,rambut,0.82,2025-12-08T13:26:00,2025-12-08
31496,hijab,0.89,2025-12-08T08:22:00,2025-12-08
31497,rambut,0.79,2025-12-08T15:05:00,2025-12-08
31498,topi,0.74,2025-12-08T10:36:00,2025-12-08
31499,rambut,0.85,2025-12-08T12:01:00,2025-12-08
31500,rambut,0.9,2025-12-08T09:44:00,2025-12-08
31501,topi,0.61,2025-12-08T20:28:00,2025-12-08
31502,topi,0.94,2025-12-08T08:33:00,2025-12-08
31503,hijab,0.6,2025-12-08T20:20:00,2025-12-08
31504,topi,0.95,2025-12-08T20:08:00,2025-12-08
31505,rambut,0.95,2025-12-08T18:16:00,2025-12-08
31506,hijab,0.85,2025-12-08T16:10:00,2025-12-08
31507,hijab,0.53,2025-12-08T15:09:00,2025-12-08
31508,hijab,0.52,2025-12-08T10:00:00,2025-12-08
31509,topi,0.76,2025-12-08T06:03:00,2025-12-08
31510,rambut,0.5,2025-12-08T19:38:00,2025-12-08
31511,rambut,0.82,2025-12-08T19:13:00,2025-12-08
31512,hijab,0.64,2025-12-08T07:17:00,2025-12-08
31513,rambut,0.94,2025-12-08T16:52:00,2025-12-08
31514,hijab,0.78,2025-12-08T21:59:00,2025-12-08
31515,hijab,0.78,2025-12-08T18:27:00,2025-12-08
31516,hijab,0.77,2025-12-08T13:01:00,2025-12-08
31517,topi,0.72,2025-12-08T15:10:00,2025-12-08
31518,rambut,0.77,2025-12-08T06:07:00,2025-12-08
31519,hijab,0.97,2025-12-08T11:49:00,2025-12-08
31520,rambut,0.96,2025-12-08T08:16:00,2025-12-08
31521,topi,0.91,2025-12-08T10:30:00,2025-12-08
31522,topi,0.74,2025-12-08T08:07:00,2025-12-08
31523,hijab,0.71,2025-12-08T21:25:00,2025-12-08
31524,rambut,0.94,2025-12-08T21:59:00,2025-12-08
31525,rambut,0.84,2025-12-08T17:37:00,2025-12-08
31526,rambut,0.72,2025-12-08T20:02:00,2025-12-08
31527,topi,0.57,2025-12-08T06:19:00,2025-12-08
31528,rambut,0.55,2025-12-08T19:35:00,2025-12-08
31529,rambut,0.56,2025-12-08T21:09:00,2025-12-08
31530,rambut,0.58,2025-12-08T12:36:00,2025-12-08
31531,topi,0.8,2025-12-08T12:04:00,2025-12-08
31532,rambut,0.5,2025-12-08T06:11:00,2025-12-08
31533,hijab,0.54,2025-12-08T16:14:00,2025-12-08
31534,rambut,0.97,2025-12-08T20:18:00,2025-12-08
31535,hijab,0.79,2025-12-08T18:21:00,2025-12-08
31536,rambut,0.72,2025-12-08T10:56:00,2025-12-08
31537,topi,0.93,2025-12-08T17:38:00,2025-12-08
31538,rambut,0.78,2025-12-08T20:18:00,2025-12-08
31539,hijab,0.96,2025-12-08T21:55:00,2025-12-08
31540,rambut,0.92,2025-12-08T21:23:00,2025-12-08
31541,rambut,0.57,2025-12-08T20:37:00,2025-12-08
31542,hijab,0.53,2025-12-08T18:56:00,2025-12-08
31543,rambut,0.8,2025-12-08T14:57:00,2025-12-08
31544,topi,0.71,2025-12-08T15:32:00,2025-12-08
31545,rambut,0.75,2025-12-08T06:52:00,2025-12-08
31546,hijab,0.9,2025-12-08T18:47:00,2025-12-08
31547,rambut,0.62,2025-12-08T16:36:00,2025-12-08
31548,rambut,0.83,2025-12-08T13:26:00,2025-12-08
31549,rambut,0.65,2025-12-08T15:09:00,2025-12-08
31550,topi,0.9,2025-12-08T16:35:00,2025-12-08
31551,topi,0.52,2025-12-08T07:46:00,2025-12-08
31552,hijab,0.75,2025-12-08T15:25:00,2025-12-08
31553,hijab,0.87,2025-12-08T21:53:00,2025-12-08
31554,rambut,0.62,2025-12-08T07:07:00,2025-12-08
31555,rambut,0.51,2025-12-08T13:37:00,2025-12-08
31556,rambut,0.73,2025-12-08T07:59:00,2025-12-08
31557,topi,0.7,2025-12-08T15:46:00,2025-12-08
31558,topi,0.74,2025-12-08T16:38:00,2025-12-08
31559,hijab,0.91,2025-12-08T21:07:00,2025-12-08
31560,hijab,0.53,2025-12-08T14:13:00,2025-12-08
31561,topi,0.72,2025-12-08T13:42:00,2025-12-08
31562,rambut,0.76,2025-12-08T10:31:00,2025-12-08
31563,rambut,0.79,2025-12-08T08:19:00,2025-12-08
31564,hijab,0.73,2025-12-08T11:49:00,2025-12-08
31565,topi,0.89,2025-12-08T19:38:00,2025-12-08
31566,topi,0.99,2025-12-08T07:07:00,2025-12-08
31567,rambut,0.94,2025-12-08T08:20:00,2025-12-08
31568,hijab,0.93,2025-12-08T14:27:00,2025-12-08
31569,topi,0.55,2025-12-08T14:00:00,2025-12-08
31570,hijab,0.58,2025-12-08T17:38:00,2025-12-08
31571,topi,0.61,2025-12-08T17:47:00,2025-12-08
31572,hijab,0.97,2025-12-08T16:50:00,2025-12-08
31573,hijab,0.9,2025-12-08T18:06:00,2025-12-08
31574,rambut,0.54,2025-12-08T12:41:00,2025-12-08
31575,rambut,0.76,2025-12-08T10:55:00,2025-12-08
31576,hijab,0.84,2025-12-08T20:04:00,2025-12-08
31577,rambut,0.53,2025-12-08T20:25:00,2025-12-08
31578,rambut,0.78,2025-12-08T06:35:00,2025-12-08
31579,topi,0.89,2025-12-08T13:00:00,2025-12-08
31580,hijab,0.92,2025-12-08T08:46:00,2025-12-08
31581,topi,0.61,2025-12-08T16:59:00,2025-12-08
31582,rambut,0.55,2025-12-08T09:07:00,2025-12-08
31583,hijab,0.52,2025-12-08T19:47:00,2025-12-08
31584,rambut,0.92,2025-12-08T21:56:00,2025-12-08
31585,rambut,0.93,2025-12-08T09:41:00,2025-12-08
31586,hijab,0.95,2025-12-08T10:48:00,2025-12-08
31587,rambut,0.66,2025-12-08T15:35:00,2025-12-08
31588,topi,0.68,2025-12-08T11:14:00,2025-12-08
31589,rambut,0.93,2025-12-08T17:59:00,2025-12-08
31590,rambut,0.63,2025-12-08T19:38:00,2025-12-08
31591,rambut,0.74,2025-12-08T20:05:00,2025-12-08
31592,topi,0.83,2025-12-08T12:17:00,2025-12-08
31593,topi,0.59,2025-12-08T08:49:00,2025-12-08
31594,hijab,0.88,2025-12-08T10:50:00,2025-12-08
31595,rambut,0.91,2025-12-08T13:53:00,2025-12-08
31596,rambut,0.95,2025-12-08T15:35:00,2025-12-08
31597,rambut,0.59,2025-12-08T10:39:00,2025-12-08
31598,topi,0.81,2025-12-08T08:47:00,2025-12-08
31599,rambut,0.59,2025-12-08T06:15:00,2025-12-08
31600,hijab,0.52,2025-12-08T19:22:00,2025-12-08
31601,rambut,0.53,2025-12-08T21:45:00,2025-12-08
31602,rambut,0.56,2025-12-08T20:23:00,2025-12-08
31603,rambut,0.68,2025-12-08T20:50:00,2025-12-08
31604,topi,0.65,2025-12-08T14:20:00,2025-12-08
31605,topi,0.54,2025-12-08T20:28:00,2025-12-08
31606,rambut,0.77,2025-12-08T13:46:00,2025-12-08
31607,topi,0.82,2025-12-08T21:59:00,2025-12-08
31608,rambut,0.98,2025-12-08T08:16:00,2025-12-08
31609,rambut,0.79,2025-12-08T06:12:00,2025-12-08
31610,rambut,0.76,2025-12-08T17:49:00,2025-12-08
31611,rambut,0.65,2025-12-08T15:15:00,2025-12-08
31612,hijab,0.92,2025-12-08T20:40:00,2025-12-08
31613,hijab,0.99,2025-12-08T08:22:00,2025-12-08
31614,rambut,0.54,2025-12-08T11:18:00,2025-12-08
31615,hijab,0.83,2025-12-08T15:33:00,2025-12-08
31616,rambut,0.65,2025-12-08T09:50:00,2025-12-08
31617,topi,0.93,2025-12-08T09:21:00,2025-12-08
31618,rambut,0.61,2025-12-08T19:59:00,2025-12-08
31619,hijab,0.6,2025-12-08T07:28:00,2025-12-08
31620,rambut,0.54,2025-12-08T12:58:00,2025-12-08
31621,rambut,0.91,2025-12-08T15:50:00,2025-12-08
31622,topi,0.89,2025-12-08T12:19:00,2025-12-08
31623,hijab,0.51,2025-12-08T15:54:00,2025-12-08
31624,topi,0.6,2025-12-08T17:13:00,2025-12-08
31625,hijab,0.7,2025-12-08T08:47:00,2025-12-08
31626,rambut,0.62,2025-12-08T10:36:00,2025-12-08
31627,rambut,0.73,2025-12-08T21:55:00,2025-12-08
31628,topi,0.76,2025-12-08T10:06:00,2025-12-08
31629,rambut,0.62,2025-12-08T21:15:00,2025-12-08
31630,rambut,0.51,2025-12-08T08:19:00,2025-12-08
31631,hijab,0.9,2025-12-08T17:48:00,2025-12-08
31632,rambut,0.88,2025-12-08T07:34:00,2025-12-08
31633,rambut,0.69,2025-12-08T21:45:00,2025-12-08
31634,rambut,0.82,2025-12-08T14:18:00,2025-12-08
31635,rambut,0.53,2025-12-08T09:47:00,2025-12-08
31636,hijab,0.97,2025-12-08T10:59:00,2025-12-08
31637,hijab,0.99,2025-12-08T12:59:00,2025-12-08
31638,rambut,0.88,2025-12-08T10:38:00,2025-12-08
31639,hijab,0.58,2025-12-08T12:41:00,2025-12-08
31640,hijab,0.65,2025-12-08T08:19:00,2025-12-08
31641,topi,0.72,2025-12-08T06:29:00,2025-12-08
31642,hijab,0.7,2025-12-08T11:34:00,2025-12-08
31643,hijab,0.56,2025-12-08T12:49:00,2025-12-08
31644,rambut,0.64,2025-12-08T09:57:00,2025-12-08
31645,rambut,0.74,2025-12-08T16:08:00,2025-12-08
31646,rambut,0.87,2025-12-08T07:40:00,2025-12-08
31647,rambut,0.99,2025-12-08T21:17:00,2025-12-08
31648,rambut,0.91,2025-12-08T10:49:00,2025-12-08
31649,rambut,0.8,2025-12-08T08:08:00,2025-12-08
31650,rambut,0.86,2025-12-08T14:57:00,2025-12-08
31651,rambut,0.84,2025-12-08T19:21:00,2025-12-08
31652,hijab,0.52,2025-12-08T08:30:00,2025-12-08
31653,topi,0.7,2025-12-08T16:53:00,2025-12-08
31654,rambut,0.55,2025-12-08T16:04:00,2025-12-08
31655,hijab,0.57,2025-12-08T11:05:00,2025-12-08
31656,rambut,0.69,2025-12-08T06:37:00,2025-12-08
31657,topi,0.64,2025-12-08T13:01:00,2025-12-08
31658,hijab,0.53,2025-12-08T06:48:00,2025-12-08
31659,hijab,0.78,2025-12-08T18:33:00,2025-12-08
31660,rambut,0.68,2025-12-08T16:55:00,2025-12-08
31661,rambut,0.79,2025-12-08T14:45:00,2025-12-08
31662,topi,0.63,2025-12-08T10:14:00,2025-12-08
31663,hijab,0.65,2025-12-08T06:13:00,2025-12-08
31664,hijab,0.98,2025-12-08T18:36:00,2025-12-08
31665,rambut,0.54,2025-12-08T10:41:00,2025-12-08
31666,hijab,0.62,2025-12-08T21:54:00,2025-12-08
31667,hijab,0.85,2025-12-08T08:50:00,2025-12-08
31668,rambut,0.81,2025-12-08T10:05:00,2025-12-08
31669,hijab,0.89,2025-12-08T12:58:00,2025-12-08
31670,rambut,0.86,2025-12-08T11:36:00,2025-12-08
31671,topi,0.59,2025-12-08T20:26:00,2025-12-08
31672,rambut,0.8,2025-12-08T09:03:00,2025-12-08
31673,hijab,0.79,2025-12-08T07:26:00,2025-12-08
31674,rambut,0.75,2025-12-08T12:29:00,2025-12-08
31675,rambut,0.93,2025-12-08T20:40:00,2025-12-08
31676,rambut,0.79,2025-12-08T17:27:00,2025-12-08
31677,rambut,0.53,2025-12-08T20:25:00,2025-12-08
31678,rambut,0.83,2025-12-08T15:53:00,2025-12-08
31679,topi,0.6,2025-12-08T14:24:00,2025-12-08
31680,topi,0.87,2025-12-08T15:40:00,2025-12-08
31681,rambut,1.0,2025-12-08T16:34:00,2025-12-08
31682,topi,0.61,2025-12-08T12:33:00,2025-12-08
31683,hijab,0.59,2025-12-08T21:35:00,2025-12-08
31684,topi,0.79,2025-12-08T07:41:00,2025-12-08
31685,rambut,0.75,2025-12-08T14:18:00,2025-12-08
31686,rambut,0.89,2025-12-08T16:55:00,2025-12-08
31687,hijab,0.82,2025-12-08T15:49:00,2025-12-08
31688,rambut,0.52,2025-12-08T21:04:00,2025-12-08
31689,topi,0.72,2025-12-08T20:43:00,2025-12-08
31690,topi,0.58,2025-12-08T14:52:00,2025-12-08
31691,topi,0.85,2025-12-08T12:58:00,2025-12-08
31692,topi,0.53,2025-12-08T10:39:00,2025-12-08
31693,rambut,0.64,2025-12-08T20:55:00,2025-12-08
31694,hijab,0.85,2025-12-08T06:41:00,2025-12-08
31695,rambut,0.67,2025-12-08T06:06:00,2025-12-08
31696,rambut,0.95,2025-12-08T18:38:00,2025-12-08
31697,rambut,0.92,2025-12-08T15:50:00,2025-12-08
31698,hijab,0.94,2025-12-08T21:34:00,2025-12-08
31699,topi,0.83,2025-12-08T10:02:00,2025-12-08
31700,rambut,0.9,2025-12-08T19:58:00,2025-12-08
31701,rambut,0.57,2025-12-08T20:34:00,2025-12-08
31702,rambut,0.88,2025-12-08T20:28:00,2025-12-08
31703,rambut,0.81,2025-12-08T13:50:00,2025-12-08
31704,hijab,0.82,2025-12-08T21:55:00,2025-12-08
31705,hijab,0.7,2025-12-08T10:14:00,2025-12-08
31706,rambut,0.96,2025-12-08T15:28:00,2025-12-08
31707,hijab,0.85,2025-12-08T16:54:00,2025-12-08
31708,topi,0.66,2025-12-08T11:44:00,2025-12-08
31709,topi,0.67,2025-12-08T18:14:00,2025-12-08
31710,hijab,0.8,2025-12-08T16:02:00,2025-12-08
31711,rambut,0.76,2025-12-08T09:23:00,2025-12-08
31712,rambut,0.8,2025-12-08T21:34:00,2025-12-08
31713,hijab,0.8,2025-12-08T09:48:00,2025-12-08
31714,topi,0.8,2025-12-08T11:24:00,2025-12-08
31715,topi,0.81,2025-12-08T13:24:00,2025-12-08
31716,rambut,0.55,2025-12-08T18:57:00,2025-12-08
31717,topi,0.83,2025-12-08T15:01:00,2025-12-08
31718,hijab,0.55,2025-12-08T21:08:00,2025-12-08
31719,topi,0.75,2025-12-08T07:45:00,2025-12-08
31720,hijab,0.69,2025-12-08T18:47:00,2025-12-08
31721,hijab,0.79,2025-12-08T15:13:00,2025-12-08
31722,hijab,0.87,2025-12-08T19:46:00,2025-12-08
31723,hijab,0.86,2025-12-08T18:36:00,2025-12-08
31724,rambut,0.85,2025-12-08T08:20:00,2025-12-08
31725,rambut,0.66,2025-12-08T21:07:00,2025-12-08
31726,rambut,0.7,2025-12-08T09:24:00,2025-12-08
31727,topi,0.67,2025-12-08T07:51:00,2025-12-08
31728,rambut,0.71,2025-12-08T15:40:00,2025-12-08
31729,hijab,0.81,2025-12-08T09:11:00,2025-12-08
31730,rambut,0.75,2025-12-08T06:42:00,2025-12-08
31731,rambut,0.82,2025-12-08T08:53:00,2025-12-08
31732,hijab,0.81,2025-12-08T11:33:00,2025-12-08
31733,rambut,0.61,2025-12-08T21:08:00,2025-12-08
31734,topi,0.69,2025-12-08T09:27:00,2025-12-08
31735,hijab,0.88,2025-12-08T07:48:00,2025-12-08
31736,hijab,0.57,2025-12-08T10:46:00,2025-12-08
31737,rambut,0.72,2025-12-08T18:52:00,2025-12-08
31738,rambut,0.81,2025-12-08T09:41:00,2025-12-08
31739,rambut,0.54,2025-12-08T13:29:00,2025-12-08
31740,rambut,0.94,2025-12-08T17:50:00,2025-12-08
31741,topi,0.97,2025-12-08T11:15:00,2025-12-08
31742,rambut,0.76,2025-12-08T17:35:00,2025-12-08
31743,hijab,0.98,2025-12-08T08:59:00,2025-12-08
31744,rambut,0.94,2025-12-08T09:58:00,2025-12-08
31745,rambut,0.68,2025-12-08T17:24:00,2025-12-08
31746,rambut,0.85,2025-12-08T19:28:00,2025-12-08
31747,rambut,0.66,2025-12-08T16:19:00,2025-12-08
31748,rambut,0.93,2025-12-08T10:38:00,2025-12-08
31749,rambut,0.98,2025-12-08T15:43:00,2025-12-08
31750,rambut,0.59,2025-12-08T14:13:00,2025-12-08
31751,rambut,0.59,2025-12-08T07:41:00,2025-12-08
31752,hijab,0.83,2025-12-08T18:49:00,2025-12-08
31753,topi,0.81,2025-12-08T13:43:00,2025-12-08
31754,topi,0.99,2025-12-08T11:47:00,2025-12-08
31755,rambut,0.54,2025-12-08T12:31:00,2025-12-08
31756,rambut,0.56,2025-12-08T06:42:00,2025-12-08
31757,hijab,0.74,2025-12-08T21:50:00,2025-12-08
31758,rambut,0.79,2025-12-08T13:32:00,2025-12-08
31759,rambut,0.77,2025-12-08T20:29:00,2025-12-08
31760,hijab,0.96,2025-12-08T10:04:00,2025-12-08
31761,rambut,0.84,2025-12-08T21:30:00,2025-12-08
31762,rambut,0.62,2025-12-08T10:14:00,2025-12-08
31763,hijab,0.69,2025-12-08T21:45:00,2025-12-08
31764,rambut,0.86,2025-12-08T09:13:00,2025-12-08
31765,rambut,0.61,2025-12-08T20:02:00,2025-12-08
31766,rambut,0.57,2025-12-08T06:53:00,2025-12-08
31767,rambut,0.86,2025-12-08T10:42:00,2025-12-08
31768,hijab,0.57,2025-12-08T09:33:00,2025-12-08
31769,topi,0.57,2025-12-08T13:33:00,2025-12-08
31770,hijab,0.75,2025-12-08T14:25:00,2025-12-08
31771,topi,0.77,2025-12-08T11:01:00,2025-12-08
31772,rambut,0.52,2025-12-08T14:17:00,2025-12-08
31773,topi,0.75,2025-12-08T13:43:00,2025-12-08
31774,rambut,0.83,2025-12-08T21:16:00,2025-12-08
31775,hijab,0.74,2025-12-08T11:02:00,2025-12-08
31776,rambut,0.69,2025-12-08T09:13:00,2025-12-08
