id,emotion,confidence,timestamp
1183,outer,0.93,2025-11-12 21:54:33
1184,shorts,0.81,2025-11-12 21:54:33
1185,t-shirt,0.93,2025-11-04 21:55:48
1186,long_pants,0.85,2025-11-04 21:55:48
1187,outer,0.85,2025-11-05 17:27:17
1188,skirt,0.95,2025-11-05 17:27:17
1189,t-shirt,0.99,2025-10-27 13:38:21
1190,long_pants,0.96,2025-10-27 13:38:21
1191,t-shirt,0.92,2025-11-16 23:18:34
1192,skirt,0.91,2025-11-16 23:18:34
1193,sweater,0.93,2025-11-12 14:41:40
1194,skirt,0.98,2025-11-12 14:41:40
1195,t-shirt,0.83,2025-11-19 11:18:07
1196,long_pants,0.92,2025-11-19 11:18:07
1197,outer,0.95,2025-11-10 19:14:31
1198,shorts,0.81,2025-11-10 19:14:31
1199,outer,0.92,2025-11-19 23:01:16
1200,long_pants,0.87,2025-11-19 23:01:16
1201,sweater,0.91,2025-11-01 08:53:35
1202,shorts,0.72,2025-11-01 08:53:35
1203,outer,0.97,2025-11-13 20:22:10
1204,long_pants,0.91,2025-11-13 20:22:10
1205,sweater,0.98,2025-11-11 09:18:34
1206,long_pants,0.72,2025-11-11 09:18:34
1207,outer,0.92,2025-11-19 18:23:11
1208,long_pants,0.8,2025-11-19 18:23:11
1209,outer,0.91,2025-10-28 21:58:40
1210,skirt,0.93,2025-10-28 21:58:40
1211,shirt,0.87,2025-10-28 14:38:31
1212,long_pants,0.87,2025-10-28 14:38:31
1213,t-shirt,0.74,2025-11-21 13:44:21
1214,long_pants,0.91,2025-11-21 13:44:21
1215,outer,0.81,2025-10-30 14:28:30
1216,shorts,0.98,2025-10-30 14:28:30
1217,sweater,0.92,2025-11-16 09:30:03
1218,shorts,0.92,2025-11-16 09:30:03
1219,sweater,0.87,2025-11-14 11:07:28
1220,skirt,0.74,2025-11-14 11:07:28
1221,outer,0.93,2025-11-06 08:31:59
1222,shorts,0.82,2025-11-06 08:31:59
1223,sweater,0.83,2025-11-17 09:11:58
1224,shorts,0.78,2025-11-17 09:11:58
1225,outer,0.94,2025-11-05 07:41:58
1226,shorts,0.77,2025-11-05 07:41:58
1227,outer,0.92,2025-11-03 19:01:55
1228,long_pants,0.98,2025-11-03 19:01:55
1229,t-shirt,0.87,2025-10-30 20:10:33
1230,shorts,0.98,2025-10-30 20:10:33
1231,t-shirt,0.85,2025-11-11 23:40:34
1232,skirt,0.91,2025-11-11 23:40:34
1233,outer,0.94,2025-11-21 20:26:49
1234,long_pants,0.96,2025-11-21 20:26:49
1235,shirt,0.76,2025-10-31 12:49:57
1236,long_pants,0.89,2025-10-31 12:49:57
1237,sweater,0.78,2025-11-03 19:08:24
1238,long_pants,0.91,2025-11-03 19:08:24
1239,sweater,0.9,2025-11-06 08:02:05
1240,shorts,0.73,2025-11-06 08:02:05
1241,t-shirt,0.7,2025-11-11 18:44:42
1242,long_pants,0.95,2025-11-11 18:44:42
1243,sweater,0.88,2025-11-14 19:58:24
1244,shorts,0.83,2025-11-14 19:58:24
1245,outer,0.89,2025-11-22 08:44:34
1246,skirt,0.94,2025-11-22 08:44:34
1247,shirt,0.9,2025-11-12 16:32:21
1248,long_pants,0.84,2025-11-12 16:32:21
1249,outer,0.95,2025-11-06 22:32:22
1250,skirt,0.93,2025-11-06 22:32:22
1251,shirt,0.79,2025-11-19 08:30:58
1252,skirt,0.76,2025-11-19 08:30:58
1253,outer,0.72,2025-10-30 13:05:56
1254,long_pants,0.7,2025-10-30 13:05:56
1255,outer,0.96,2025-10-28 17:30:51
1256,shorts,0.78,2025-10-28 17:30:51
1257,t-shirt,0.86,2025-10-25 15:23:57
1258,skirt,0.87,2025-10-25 15:23:57
1259,outer,0.89,2025-11-01 20:08:04
1260,skirt,0.95,2025-11-01 20:08:04
1261,outer,0.94,2025-11-18 07:32:17
1262,shorts,0.88,2025-11-18 07:32:17
1263,t-shirt,0.84,2025-11-10 06:28:14
1264,long_pants,0.84,2025-11-10 06:28:14
1265,t-shirt,0.83,2025-11-03 20:21:38
1266,skirt,0.88,2025-11-03 20:21:38
1267,sweater,0.91,2025-10-28 07:14:00
1268,long_pants,0.81,2025-10-28 07:14:00
1269,sweater,0.82,2025-11-07 22:08:25
1270,long_pants,0.7,2025-11-07 22:08:25
1271,shirt,0.74,2025-11-23 15:36:37
1272,long_pants,0.97,2025-11-23 15:36:37
1273,blouse,0.84,2025-11-10 18:52:45
1274,long_pants,0.81,2025-11-10 18:52:45
1275,t-shirt,0.74,2025-11-06 23:08:10
1276,long_pants,0.98,2025-11-06 23:08:10
1277,sweater,0.97,2025-11-19 08:48:42
1278,long_pants,0.73,2025-11-19 08:48:42
1279,outer,0.95,2025-10-25 14:10:51
1280,long_pants,0.88,2025-10-25 14:10:51
1281,sweater,0.91,2025-10-25 06:08:44
1282,long_pants,0.96,2025-10-25 06:08:44
1283,outer,0.77,2025-10-30 20:41:46
1284,skirt,0.76,2025-10-30 20:41:46
1285,blouse,0.83,2025-11-23 08:21:10
1286,long_pants,0.95,2025-11-23 08:21:10
1287,outer,0.77,2025-11-07 18:24:26
1288,long_pants,0.89,2025-11-07 18:24:26
1289,t-shirt,0.83,2025-11-10 18:23:42
1290,long_pants,0.91,2025-11-10 18:23:42
1291,sweater,0.8,2025-11-23 13:34:20
1292,shorts,0.94,2025-11-23 13:34:20
1293,blouse,0.93,2025-11-11 20:50:07
1294,long_pants,0.93,2025-11-11 20:50:07
1295,t-shirt,0.82,2025-11-10 18:05:33
1296,long_pants,0.92,2025-11-10 18:05:33
1297,shirt,0.91,2025-11-17 22:19:41
1298,skirt,0.86,2025-11-17 22:19:41
1299,outer,0.93,2025-10-28 23:43:06
1300,long_pants,0.82,2025-10-28 23:43:06
1301,outer,0.84,2025-11-11 07:44:06
1302,long_pants,0.75,2025-11-11 07:44:06
1303,sweater,0.94,2025-11-12 13:43:35
1304,skirt,0.87,2025-11-12 13:43:35
1305,t-shirt,0.71,2025-11-04 16:58:49
1306,shorts,0.81,2025-11-04 16:58:49
1307,t-shirt,0.78,2025-10-27 08:10:38
1308,long_pants,0.92,2025-10-27 08:10:38
1309,outer,0.75,2025-10-30 23:45:48
1310,shorts,0.85,2025-10-30 23:45:48
1311,outer,0.7,2025-11-23 06:40:12
1312,skirt,0.87,2025-11-23 06:40:12
1313,sweater,0.81,2025-11-04 20:43:56
1314,long_pants,0.88,2025-11-04 20:43:56
1315,t-shirt,0.74,2025-11-11 16:22:34
1316,skirt,0.78,2025-11-11 16:22:34
1317,blouse,0.86,2025-11-18 19:39:46
1318,long_pants,0.85,2025-11-18 19:39:46
1319,blouse,0.76,2025-11-17 09:36:42
1320,long_pants,0.79,2025-11-17 09:36:42
1321,t-shirt,0.72,2025-11-19 15:30:56
1322,shorts,0.9,2025-11-19 15:30:56
1323,outer,0.92,2025-11-12 19:10:40
1324,long_pants,0.88,2025-11-12 19:10:40
1325,t-shirt,0.76,2025-10-25 12:20:58
1326,skirt,0.88,2025-10-25 12:20:58
1327,shirt,0.82,2025-11-19 13:48:44
1328,shorts,0.71,2025-11-19 13:48:44
1329,shirt,0.79,2025-10-29 11:28:41
1330,shorts,0.87,2025-10-29 11:28:41
1331,t-shirt,0.78,2025-11-09 19:27:21
1332,long_pants,0.71,2025-11-09 19:27:21
1333,shirt,0.89,2025-11-21 16:32:09
1334,shorts,0.91,2025-11-21 16:32:09
1335,outer,0.74,2025-10-30 19:21:52
1336,shorts,0.91,2025-10-30 19:21:52
1337,shirt,0.95,2025-11-04 17:58:11
1338,skirt,0.71,2025-11-04 17:58:11
1339,t-shirt,0.93,2025-11-15 23:40:38
1340,long_pants,0.89,2025-11-15 23:40:38
1341,t-shirt,0.72,2025-11-15 06:56:06
1342,long_pants,0.81,2025-11-15 06:56:06
1343,shirt,0.73,2025-11-05 23:24:35
1344,shorts,0.72,2025-11-05 23:24:35
1345,outer,0.87,2025-10-24 11:30:34
1346,shorts,0.71,2025-10-24 11:30:34
1347,outer,0.79,2025-11-24 19:27:36
1348,shorts,0.89,2025-11-24 19:27:36
1349,t-shirt,0.77,2025-11-21 14:55:55
1350,shorts,0.71,2025-11-21 14:55:55
1351,outer,0.86,2025-11-15 09:40:07
1352,long_pants,0.92,2025-11-15 09:40:07
1353,t-shirt,0.89,2025-11-05 10:32:13
1354,skirt,0.78,2025-11-05 10:32:13
1355,outer,0.72,2025-11-20 08:59:45
1356,long_pants,0.92,2025-11-20 08:59:45
1357,t-shirt,0.79,2025-11-05 15:03:40
1358,long_pants,0.9,2025-11-05 15:03:40
1359,t-shirt,0.78,2025-11-23 10:33:31
1360,skirt,0.96,2025-11-23 10:33:31
1361,shirt,0.78,2025-11-01 06:53:19
1362,skirt,0.8,2025-11-01 06:53:19
1363,outer,0.95,2025-10-30 16:34:46
1364,long_pants,0.76,2025-10-30 16:34:46
1365,sweater,0.81,2025-10-27 21:33:55
1366,shorts,0.97,2025-10-27 21:33:55
1367,outer,0.88,2025-11-18 13:41:20
1368,skirt,0.72,2025-11-18 13:41:20
1369,outer,0.74,2025-11-20 08:31:41
1370,long_pants,0.71,2025-11-20 08:31:41
1371,t-shirt,0.94,2025-11-24 11:22:59
1372,skirt,0.83,2025-11-24 11:22:59
1373,sweater,0.94,2025-10-28 20:28:40
1374,shorts,0.95,2025-10-28 20:28:40
1375,t-shirt,0.71,2025-11-20 11:35:11
1376,long_pants,0.77,2025-11-20 11:35:11
1377,outer,0.87,2025-11-10 09:45:45
1378,long_pants,0.72,2025-11-10 09:45:45
1379,t-shirt,0.77,2025-11-21 14:45:58
1380,shorts,0.81,2025-11-21 14:45:58
1381,shirt,0.81,2025-10-28 12:55:33
1382,shorts,0.79,2025-10-28 12:55:33
1383,outer,0.92,2025-11-20 19:20:29
1384,long_pants,0.76,2025-11-20 19:20:29
1385,t-shirt,0.72,2025-11-03 13:42:28
1386,skirt,0.89,2025-11-03 13:42:28
1387,shirt,0.72,2025-10-26 19:18:28
1388,shorts,0.71,2025-10-26 19:18:28
1389,t-shirt,0.76,2025-11-12 15:39:17
1390,skirt,0.82,2025-11-12 15:39:17
1391,outer,0.96,2025-10-30 18:14:19
1392,long_pants,0.75,2025-10-30 18:14:19
1393,t-shirt,0.95,2025-11-22 12:55:57
1394,shorts,0.73,2025-11-22 12:55:57
1395,t-shirt,0.89,2025-10-25 13:44:48
1396,shorts,0.77,2025-10-25 13:44:48
1397,outer,0.95,2025-11-15 17:42:23
1398,shorts,0.98,2025-11-15 17:42:23
1399,outer,0.84,2025-11-12 09:28:59
1400,shorts,0.85,2025-11-12 09:28:59
1401,shirt,0.74,2025-10-29 20:10:19
1402,shorts,0.73,2025-10-29 20:10:19
1403,sweater,0.92,2025-10-31 20:11:11
1404,long_pants,0.72,2025-10-31 20:11:11
1405,blouse,0.78,2025-11-01 23:28:09
1406,shorts,0.86,2025-11-01 23:28:09
1407,sweater,0.74,2025-11-03 07:47:04
1408,shorts,0.89,2025-11-03 07:47:04
1409,sweater,0.83,2025-11-02 19:19:29
1410,skirt,0.83,2025-11-02 19:19:29
1411,t-shirt,0.92,2025-11-14 12:42:38
1412,shorts,0.86,2025-11-14 12:42:38
1413,t-shirt,0.77,2025-11-24 12:10:57
1414,long_pants,0.74,2025-11-24 12:10:57
1415,outer,0.77,2025-11-12 19:22:48
1416,long_pants,0.95,2025-11-12 19:22:48
1417,sweater,0.86,2025-11-13 09:08:20
1418,long_pants,0.77,2025-11-13 09:08:20
1419,shirt,0.74,2025-11-13 10:30:38
1420,shorts,0.96,2025-11-13 10:30:38
1421,sweater,0.88,2025-11-03 21:14:27
1422,shorts,0.83,2025-11-03 21:14:27
1423,sweater,0.85,2025-11-24 16:25:33
1424,skirt,0.78,2025-11-24 16:25:33
1425,t-shirt,0.74,2025-10-28 23:54:30
1426,skirt,0.82,2025-10-28 23:54:30
1427,outer,0.71,2025-11-14 18:51:02
1428,long_pants,0.73,2025-11-14 18:51:02
1429,sweater,0.9,2025-10-29 10:32:04
1430,long_pants,0.99,2025-10-29 10:32:04
1431,t-shirt,0.84,2025-11-02 16:20:41
1432,shorts,0.76,2025-11-02 16:20:41
1433,shirt,0.78,2025-11-03 11:03:12
1434,long_pants,0.91,2025-11-03 11:03:12
1435,t-shirt,0.97,2025-10-29 11:59:25
1436,long_pants,0.94,2025-10-29 11:59:25
1437,sweater,0.71,2025-11-09 17:32:11
1438,skirt,0.71,2025-11-09 17:32:11
1439,outer,0.8,2025-11-19 13:02:38
1440,shorts,0.78,2025-11-19 13:02:38
1441,outer,0.77,2025-11-23 10:50:52
1442,skirt,0.9,2025-11-23 10:50:52
1443,sweater,0.88,2025-11-11 18:48:31
1444,skirt,0.77,2025-11-11 18:48:31
1445,outer,0.94,2025-10-30 19:25:45
1446,long_pants,0.83,2025-10-30 19:25:45
1447,sweater,0.83,2025-11-06 15:06:14
1448,shorts,0.86,2025-11-06 15:06:14
1449,outer,0.77,2025-11-05 07:14:57
1450,skirt,0.79,2025-11-05 07:14:57
1451,sweater,0.78,2025-10-25 23:16:39
1452,long_pants,0.84,2025-10-25 23:16:39
1453,outer,0.81,2025-11-18 17:26:33
1454,shorts,0.89,2025-11-18 17:26:33
1455,t-shirt,0.96,2025-11-12 13:36:47
1456,long_pants,0.72,2025-11-12 13:36:47
1457,sweater,0.7,2025-11-13 09:09:01
1458,long_pants,0.97,2025-11-13 09:09:01
1459,outer,0.89,2025-10-24 19:59:20
1460,long_pants,0.9,2025-10-24 19:59:20
1461,t-shirt,0.72,2025-11-15 11:21:21
1462,skirt,0.8,2025-11-15 11:21:21
1463,t-shirt,0.81,2025-10-28 12:02:59
1464,skirt,0.84,2025-10-28 12:02:59
1465,sweater,0.79,2025-11-08 17:39:36
1466,shorts,0.96,2025-11-08 17:39:36
1467,outer,0.94,2025-10-24 11:55:08
1468,skirt,0.84,2025-10-24 11:55:08
1469,sweater,0.91,2025-11-01 10:18:36
1470,skirt,0.74,2025-11-01 10:18:36
1471,sweater,0.97,2025-11-06 22:57:34
1472,long_pants,0.88,2025-11-06 22:57:34
1473,t-shirt,0.72,2025-11-05 12:53:17
1474,shorts,0.82,2025-11-05 12:53:17
1475,t-shirt,0.98,2025-11-20 10:39:38
1476,skirt,0.95,2025-11-20 10:39:38
1477,t-shirt,0.82,2025-11-19 20:23:51
1478,skirt,0.72,2025-11-19 20:23:51
1479,shirt,0.85,2025-11-07 11:03:33
1480,shorts,0.79,2025-11-07 11:03:33
1481,t-shirt,0.92,2025-11-18 08:44:33
1482,long_pants,0.75,2025-11-18 08:44:33
1483,t-shirt,0.73,2025-11-02 19:28:28
1484,shorts,0.93,2025-11-02 19:28:28
1485,outer,0.83,2025-11-02 11:42:13
1486,shorts,0.91,2025-11-02 11:42:13
1487,shirt,0.96,2025-11-09 20:19:52
1488,shorts,0.79,2025-11-09 20:19:52
1489,t-shirt,0.75,2025-11-15 22:39:07
1490,shorts,0.84,2025-11-15 22:39:07
1491,outer,0.95,2025-11-05 18:43:39
1492,long_pants,0.83,2025-11-05 18:43:39
1493,sweater,0.72,2025-10-30 11:51:19
1494,shorts,0.92,2025-10-30 11:51:19
1495,sweater,0.79,2025-11-17 12:44:13
1496,shorts,0.94,2025-11-17 12:44:13
1497,t-shirt,0.96,2025-11-23 14:16:43
1498,long_pants,0.79,2025-11-23 14:16:43
1499,outer,0.94,2025-10-26 19:11:27
1500,long_pants,0.97,2025-10-26 19:11:27
1501,blouse,0.87,2025-11-16 20:13:57
1502,long_pants,0.98,2025-11-16 20:13:57
1503,shirt,0.92,2025-10-29 08:37:15
1504,long_pants,0.79,2025-10-29 08:37:15
1505,t-shirt,0.97,2025-10-29 17:17:33
1506,shorts,0.76,2025-10-29 17:17:33
1507,sweater,0.97,2025-11-03 08:26:53
1508,shorts,0.81,2025-11-03 08:26:53
1509,shirt,0.86,2025-10-31 12:37:27
1510,shorts,0.88,2025-10-31 12:37:27
1511,sweater,0.91,2025-10-29 11:07:42
1512,shorts,0.8,2025-10-29 11:07:42
1513,sweater,0.71,2025-11-04 13:00:40
1514,shorts,0.76,2025-11-04 13:00:40
1515,sweater,0.85,2025-10-25 14:45:41
1516,skirt,0.95,2025-10-25 14:45:41
1517,t-shirt,0.94,2025-10-24 15:54:55
1518,long_pants,0.83,2025-10-24 15:54:55
1519,outer,0.98,2025-11-22 15:48:04
1520,long_pants,0.98,2025-11-22 15:48:04
1521,t-shirt,0.8,2025-11-16 15:01:20
1522,shorts,0.72,2025-11-16 15:01:20
1523,outer,0.82,2025-11-24 18:57:32
1524,skirt,0.95,2025-11-24 18:57:32
1525,blouse,0.98,2025-11-17 16:06:03
1526,shorts,0.94,2025-11-17 16:06:03
1527,outer,0.73,2025-11-06 12:06:27
1528,shorts,0.92,2025-11-06 12:06:27
1529,shirt,0.79,2025-11-07 15:42:38
1530,skirt,0.96,2025-11-07 15:42:38
1531,t-shirt,0.89,2025-10-28 22:42:36
1532,long_pants,0.76,2025-10-28 22:42:36
1533,t-shirt,0.98,2025-10-27 10:05:53
1534,shorts,0.76,2025-10-27 10:05:53
1535,t-shirt,0.86,2025-10-30 10:06:06
1536,shorts,0.74,2025-10-30 10:06:06
1537,t-shirt,0.95,2025-11-11 16:16:56
1538,skirt,0.93,2025-11-11 16:16:56
1539,shirt,0.72,2025-10-28 15:45:06
1540,shorts,0.94,2025-10-28 15:45:06
1541,outer,0.9,2025-10-26 22:36:10
1542,long_pants,0.95,2025-10-26 22:36:10
1543,t-shirt,0.78,2025-11-06 06:37:58
1544,shorts,0.82,2025-11-06 06:37:58
1545,t-shirt,0.98,2025-11-07 10:28:55
1546,shorts,0.72,2025-11-07 10:28:55
1547,outer,0.86,2025-10-28 21:45:04
1548,long_pants,0.86,2025-10-28 21:45:04
1549,sweater,0.94,2025-10-28 12:46:28
1550,shorts,0.79,2025-10-28 12:46:28
1551,t-shirt,0.91,2025-11-20 16:16:06
1552,shorts,0.98,2025-11-20 16:16:06
1553,t-shirt,0.89,2025-11-24 20:43:40
1554,long_pants,0.95,2025-11-24 20:43:40
1555,sweater,0.86,2025-10-26 19:22:17
1556,long_pants,0.72,2025-10-26 19:22:17
1557,shirt,0.87,2025-11-19 16:15:35
1558,skirt,0.94,2025-11-19 16:15:35
1559,outer,0.79,2025-11-09 08:02:34
1560,long_pants,0.83,2025-11-09 08:02:34
1561,shirt,0.89,2025-10-28 17:41:06
1562,skirt,0.79,2025-10-28 17:41:06
1563,shirt,0.97,2025-11-11 18:34:30
1564,skirt,0.71,2025-11-11 18:34:30
1565,t-shirt,0.95,2025-10-26 20:12:52
1566,long_pants,0.95,2025-10-26 20:12:52
1567,shirt,0.78,2025-10-30 18:44:51
1568,long_pants,0.96,2025-10-30 18:44:51
1569,sweater,0.75,2025-11-18 09:13:09
1570,long_pants,0.98,2025-11-18 09:13:09
1571,sweater,0.74,2025-11-10 13:08:18
1572,long_pants,0.95,2025-11-10 13:08:18
1573,t-shirt,0.71,2025-10-28 15:45:54
1574,long_pants,0.85,2025-10-28 15:45:54
1575,t-shirt,0.9,2025-11-13 19:17:24
1576,skirt,0.75,2025-11-13 19:17:24
1577,shirt,0.8,2025-11-21 16:06:35
1578,long_pants,0.71,2025-11-21 16:06:35
1579,t-shirt,0.87,2025-11-20 15:13:18
1580,shorts,0.94,2025-11-20 15:13:18
1581,sweater,0.79,2025-11-16 17:23:35
1582,long_pants,0.82,2025-11-16 17:23:35
1583,sweater,0.81,2025-10-30 19:02:02
1584,skirt,0.9,2025-10-30 19:02:02
1585,t-shirt,0.89,2025-10-25 18:50:13
1586,long_pants,0.76,2025-10-25 18:50:13
1587,outer,0.93,2025-11-05 16:37:03
1588,skirt,0.85,2025-11-05 16:37:03
1589,outer,0.83,2025-10-24 09:08:38
1590,skirt,0.79,2025-10-24 09:08:38
1591,outer,0.76,2025-11-24 09:51:13
1592,shorts,0.87,2025-11-24 09:51:13
1593,sweater,0.84,2025-11-10 19:56:38
1594,long_pants,0.88,2025-11-10 19:56:38
1595,t-shirt,0.99,2025-11-14 11:55:56
1596,long_pants,0.75,2025-11-14 11:55:56
1597,t-shirt,0.75,2025-11-20 06:22:13
1598,shorts,0.89,2025-11-20 06:22:13
1599,outer,0.86,2025-11-01 18:18:32
1600,long_pants,0.72,2025-11-01 18:18:32
1601,outer,0.71,2025-11-09 14:54:31
1602,long_pants,0.78,2025-11-09 14:54:31
1603,outer,0.83,2025-11-05 06:38:16
1604,skirt,0.71,2025-11-05 06:38:16
1605,outer,0.77,2025-11-12 22:00:51
1606,long_pants,0.78,2025-11-12 22:00:51
1607,outer,0.74,2025-11-03 18:05:06
1608,shorts,0.98,2025-11-03 18:05:06
1609,outer,0.92,2025-10-30 19:05:35
1610,skirt,0.77,2025-10-30 19:05:35
1611,t-shirt,0.89,2025-11-12 12:50:34
1612,long_pants,0.7,2025-11-12 12:50:34
1613,sweater,0.81,2025-11-08 06:31:12
1614,shorts,0.89,2025-11-08 06:31:12
1615,t-shirt,0.87,2025-11-01 08:44:38
1616,shorts,0.94,2025-11-01 08:44:38
1617,outer,0.72,2025-11-09 20:17:08
1618,long_pants,0.9,2025-11-09 20:17:08
1619,t-shirt,0.87,2025-11-11 22:50:12
1620,skirt,0.86,2025-11-11 22:50:12
1621,blouse,0.89,2025-11-24 16:39:26
1622,long_pants,0.7,2025-11-24 16:39:26
1623,sweater,0.94,2025-10-24 10:38:15
1624,skirt,0.89,2025-10-24 10:38:15
1625,t-shirt,0.87,2025-11-05 14:16:33
1626,skirt,0.72,2025-11-05 14:16:33
1627,t-shirt,0.85,2025-11-07 14:46:13
1628,shorts,0.93,2025-11-07 14:46:13
1629,outer,0.73,2025-11-05 20:34:40
1630,long_pants,0.84,2025-11-05 20:34:40
1631,outer,0.96,2025-11-09 21:29:41
1632,long_pants,0.76,2025-11-09 21:29:41
1633,sweater,0.79,2025-11-15 18:08:43
1634,long_pants,0.97,2025-11-15 18:08:43
1635,blouse,0.92,2025-10-24 17:34:26
1636,long_pants,0.87,2025-10-24 17:34:26
1637,t-shirt,0.76,2025-10-27 12:21:38
1638,long_pants,0.98,2025-10-27 12:21:38
1639,outer,0.88,2025-11-09 18:40:08
1640,skirt,0.86,2025-11-09 18:40:08
1641,shirt,0.74,2025-10-28 14:23:15
1642,shorts,0.87,2025-10-28 14:23:15
1643,shirt,0.85,2025-11-03 18:15:39
1644,shorts,0.99,2025-11-03 18:15:39
1645,outer,0.8,2025-10-25 17:30:24
1646,shorts,0.89,2025-10-25 17:30:24
1647,outer,0.77,2025-11-19 07:40:34
1648,long_pants,0.85,2025-11-19 07:40:34
1649,outer,0.85,2025-10-28 13:38:46
1650,skirt,0.88,2025-10-28 13:38:46
1651,outer,0.72,2025-10-30 06:49:42
1652,shorts,0.81,2025-10-30 06:49:42
1653,sweater,0.96,2025-11-21 18:12:46
1654,long_pants,0.95,2025-11-21 18:12:46
1655,sweater,0.93,2025-11-04 06:56:22
1656,long_pants,0.72,2025-11-04 06:56:22
1657,t-shirt,0.93,2025-11-02 23:40:53
1658,long_pants,0.72,2025-11-02 23:40:53
1659,sweater,0.74,2025-11-23 10:43:28
1660,long_pants,0.83,2025-11-23 10:43:28
1661,t-shirt,0.9,2025-11-06 23:21:26
1662,long_pants,0.92,2025-11-06 23:21:26
1663,t-shirt,0.88,2025-11-22 13:53:21
1664,long_pants,0.85,2025-11-22 13:53:21
1665,t-shirt,0.8,2025-11-19 16:29:48
1666,skirt,0.86,2025-11-19 16:29:48
1667,t-shirt,0.95,2025-11-08 18:29:01
1668,skirt,0.83,2025-11-08 18:29:01
1669,sweater,0.79,2025-11-09 07:59:56
1670,shorts,0.94,2025-11-09 07:59:56
1671,t-shirt,0.84,2025-11-16 23:02:25
1672,skirt,0.79,2025-11-16 23:02:25
1673,t-shirt,0.7,2025-11-19 17:31:17
1674,shorts,0.71,2025-11-19 17:31:17
1675,outer,0.97,2025-11-10 20:35:39
1676,shorts,0.75,2025-11-10 20:35:39
1677,outer,0.81,2025-11-20 14:56:39
1678,shorts,0.89,2025-11-20 14:56:39
1679,sweater,0.82,2025-10-30 14:36:33
1680,shorts,0.87,2025-10-30 14:36:33
1681,sweater,0.71,2025-11-14 09:16:04
1682,skirt,0.83,2025-11-14 09:16:04
1683,t-shirt,0.83,2025-11-09 06:34:08
1684,long_pants,0.79,2025-11-09 06:34:08
1685,outer,0.71,2025-11-15 15:19:38
1686,skirt,0.83,2025-11-15 15:19:38
1687,blouse,0.76,2025-11-16 16:36:05
1688,long_pants,0.74,2025-11-16 16:36:05
1689,t-shirt,0.85,2025-11-08 17:43:44
1690,shorts,0.88,2025-11-08 17:43:44
1691,t-shirt,0.84,2025-11-13 21:44:57
1692,skirt,0.83,2025-11-13 21:44:57
1693,t-shirt,0.97,2025-11-22 16:45:40
1694,long_pants,0.9,2025-11-22 16:45:40
1695,t-shirt,0.81,2025-11-24 22:12:47
1696,long_pants,0.87,2025-11-24 22:12:47
1697,sweater,0.9,2025-11-04 09:18:37
1698,long_pants,0.85,2025-11-04 09:18:37
1699,shirt,0.87,2025-11-13 11:21:11
1700,shorts,0.77,2025-11-13 11:21:11
1701,sweater,0.89,2025-10-31 13:00:11
1702,shorts,0.97,2025-10-31 13:00:11
1703,outer,0.8,2025-11-13 18:28:51
1704,long_pants,0.73,2025-11-13 18:28:51
1705,outer,0.8,2025-11-20 18:16:52
1706,skirt,0.76,2025-11-20 18:16:52
1707,t-shirt,0.74,2025-11-21 12:27:34
1708,shorts,0.76,2025-11-21 12:27:34
1709,t-shirt,0.93,2025-11-04 13:51:52
1710,shorts,0.95,2025-11-04 13:51:52
1711,shirt,0.77,2025-10-29 13:19:52
1712,shorts,0.98,2025-10-29 13:19:52
1713,t-shirt,0.87,2025-11-04 16:54:34
1714,long_pants,0.74,2025-11-04 16:54:34
1715,outer,0.72,2025-10-28 12:20:35
1716,long_pants,0.84,2025-10-28 12:20:35
1717,outer,0.7,2025-11-01 19:06:58
1718,long_pants,0.8,2025-11-01 19:06:58
1719,t-shirt,0.8,2025-11-13 10:49:55
1720,shorts,0.84,2025-11-13 10:49:55
1721,t-shirt,0.8,2025-11-24 13:48:46
1722,long_pants,0.82,2025-11-24 13:48:46
1723,shirt,0.75,2025-11-18 15:41:37
1724,shorts,0.88,2025-11-18 15:41:37
1725,shirt,0.87,2025-11-06 10:25:00
1726,skirt,0.99,2025-11-06 10:25:00
1727,shirt,0.77,2025-10-25 23:05:39
1728,long_pants,0.91,2025-10-25 23:05:39
1729,outer,0.96,2025-11-07 21:06:23
1730,long_pants,0.72,2025-11-07 21:06:23
1731,sweater,0.77,2025-11-12 07:55:32
1732,long_pants,0.83,2025-11-12 07:55:32
1733,shirt,0.94,2025-10-27 06:11:27
1734,long_pants,0.99,2025-10-27 06:11:27
1735,sweater,0.92,2025-11-21 13:11:16
1736,shorts,0.87,2025-11-21 13:11:16
1737,sweater,0.92,2025-11-05 08:34:35
1738,long_pants,0.75,2025-11-05 08:34:35
1739,outer,0.83,2025-11-18 06:17:38
1740,shorts,0.93,2025-11-18 06:17:38
1741,outer,0.72,2025-10-24 22:30:35
1742,long_pants,0.93,2025-10-24 22:30:35
1743,outer,0.85,2025-11-10 15:56:02
1744,long_pants,0.79,2025-11-10 15:56:02
1745,shirt,0.73,2025-11-20 13:59:48
1746,long_pants,0.86,2025-11-20 13:59:48
1747,outer,0.89,2025-10-25 13:24:02
1748,shorts,0.86,2025-10-25 13:24:02
1749,sweater,0.96,2025-11-07 22:13:41
1750,long_pants,0.89,2025-11-07 22:13:41
1751,sweater,0.92,2025-11-19 06:43:20
1752,long_pants,0.97,2025-11-19 06:43:20
1753,sweater,0.76,2025-11-11 07:44:52
1754,long_pants,0.86,2025-11-11 07:44:52
1755,outer,0.96,2025-11-18 23:34:50
